0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.000000e+00	2.026426e-04	4.749098e-04	5.427349e-04	5.678934e-04	5.789112e-04	5.847937e-04	5.884659e-04	5.909901e-04	5.928387e-04	5.942634e-04	5.953971e-04	5.963040e-04	5.970275e-04	5.976005e-04	5.980650e-04	5.984112e-04	5.986842e-04	5.989075e-04	5.990674e-04	5.992036e-04	5.993183e-04	5.993847e-04	5.994914e-04	5.995303e-04	5.996018e-04	5.996660e-04	5.996781e-04	5.996933e-04	5.996678e-04	5.996495e-04	5.995870e-04	5.994918e-04	5.993999e-04	5.992530e-04	5.991034e-04	5.988604e-04	5.986093e-04	5.983164e-04	5.979481e-04	5.975795e-04	5.971668e-04	5.967225e-04	5.962849e-04	5.958260e-04	5.953521e-04	5.948611e-04	5.943598e-04	5.938448e-04	5.932951e-04	5.926894e-04	5.919777e-04	5.911335e-04	5.900835e-04	5.887542e-04	5.869969e-04	5.846106e-04	5.812384e-04	5.762487e-04	5.683244e-04	5.544635e-04	5.270422e-04	4.567766e-04	1.924699e-04	0.000000e+00
0.000000e+00	9.289221e-05	8.294667e-04	1.552187e-03	1.901473e-03	2.059857e-03	2.145116e-03	2.198824e-03	2.236109e-03	2.263689e-03	2.285055e-03	2.302062e-03	2.315731e-03	2.326697e-03	2.335421e-03	2.342301e-03	2.347654e-03	2.351815e-03	2.355070e-03	2.357622e-03	2.359677e-03	2.361365e-03	2.362747e-03	2.363959e-03	2.364929e-03	2.365750e-03	2.366383e-03	2.366752e-03	2.366890e-03	2.366706e-03	2.366216e-03	2.365319e-03	2.363981e-03	2.362193e-03	2.359846e-03	2.356951e-03	2.353392e-03	2.349236e-03	2.344446e-03	2.339013e-03	2.333052e-03	2.326600e-03	2.319741e-03	2.312614e-03	2.305262e-03	2.297770e-03	2.290134e-03	2.282306e-03	2.274144e-03	2.265385e-03	2.255645e-03	2.244372e-03	2.230873e-03	2.214150e-03	2.192845e-03	2.164864e-03	2.126971e-03	2.073732e-03	1.995455e-03	1.873047e-03	1.665952e-03	1.290824e-03	6.583099e-04	7.172691e-05	0.000000e+00
0.000000e+00	5.468206e-05	7.226781e-04	2.077380e-03	3.215148e-03	3.863884e-03	4.226659e-03	4.458009e-03	4.621017e-03	4.743138e-03	4.838556e-03	4.914878e-03	4.976392e-03	5.025822e-03	5.065187e-03	5.096227e-03	5.120476e-03	5.139372e-03	5.154166e-03	5.165859e-03	5.175280e-03	5.183015e-03	5.189433e-03	5.194845e-03	5.199265e-03	5.202777e-03	5.205299e-03	5.206643e-03	5.206720e-03	5.205274e-03	5.202161e-03	5.197089e-03	5.189842e-03	5.180222e-03	5.167940e-03	5.152858e-03	5.134757e-03	5.113649e-03	5.089521e-03	5.062480e-03	5.032845e-03	5.000958e-03	4.967239e-03	4.932197e-03	4.896188e-03	4.859524e-03	4.822186e-03	4.783850e-03	4.743744e-03	4.700567e-03	4.652429e-03	4.596741e-03	4.530137e-03	4.448046e-03	4.344218e-03	4.209549e-03	4.030447e-03	3.785831e-03	3.442544e-03	2.949361e-03	2.240917e-03	1.308782e-03	4.213568e-04	3.137677e-05	0.000000e+00
0.000000e+00	3.863534e-05	5.557231e-04	2.068024e-03	3.968065e-03	5.424961e-03	6.344198e-03	6.946694e-03	7.378734e-03	7.706873e-03	7.965341e-03	8.172935e-03	8.340543e-03	8.475311e-03	8.582695e-03	8.667441e-03	8.733813e-03	8.785700e-03	8.826463e-03	8.858830e-03	8.884953e-03	8.906381e-03	8.924091e-03	8.938733e-03	8.950442e-03	8.959247e-03	8.964895e-03	8.966919e-03	8.964895e-03	8.958177e-03	8.946205e-03	8.928241e-03	8.903634e-03	8.871753e-03	8.831920e-03	8.783685e-03	8.726628e-03	8.660713e-03	8.586064e-03	8.503140e-03	8.412826e-03	8.316224e-03	8.214620e-03	8.109376e-03	8.001602e-03	7.892050e-03	7.780613e-03	7.666232e-03	7.546582e-03	7.417919e-03	7.274952e-03	7.110698e-03	6.916310e-03	6.680429e-03	6.388356e-03	6.020495e-03	5.550736e-03	4.945111e-03	4.164276e-03	3.180225e-03	2.034406e-03	9.407092e-04	2.387240e-04	1.626478e-05	0.000000e+00
0.000000e+00	2.966433e-05	4.418372e-04	1.853165e-03	4.161819e-03	6.440754e-03	8.136651e-03	9.317616e-03	1.018453e-02	1.085381e-02	1.138561e-02	1.181430e-02	1.216078e-02	1.243937e-02	1.266138e-02	1.283672e-02	1.297434e-02	1.308226e-02	1.316732e-02	1.323506e-02	1.328977e-02	1.333445e-02	1.337099e-02	1.340050e-02	1.342319e-02	1.343891e-02	1.344701e-02	1.344648e-02	1.343624e-02	1.341494e-02	1.338125e-02	1.333366e-02	1.327076e-02	1.319120e-02	1.309372e-02	1.297739e-02	1.284158e-02	1.268631e-02	1.251209e-02	1.232018e-02	1.211259e-02	1.189187e-02	1.166092e-02	1.142270e-02	1.117968e-02	1.093341e-02	1.068376e-02	1.042856e-02	1.016314e-02	9.880159e-03	9.569552e-03	9.218625e-03	8.812156e-03	8.332143e-03	7.757579e-03	7.064264e-03	6.226302e-03	5.221989e-03	4.051080e-03	2.772029e-03	1.548090e-03	6.219342e-04	1.421041e-04	9.363741e-06	0.000000e+00
0.000000e+00	2.407503e-05	3.651647e-04	1.619888e-03	4.029876e-03	6.912684e-03	9.430070e-03	1.134249e-02	1.279459e-02	1.393770e-02	1.485626e-02	1.560028e-02	1.620248e-02	1.668673e-02	1.707269e-02	1.737779e-02	1.761771e-02	1.780635e-02	1.795545e-02	1.807441e-02	1.817032e-02	1.824809e-02	1.831075e-02	1.835987e-02	1.839565e-02	1.841752e-02	1.842416e-02	1.841370e-02	1.838405e-02	1.833280e-02	1.825752e-02	1.815561e-02	1.802463e-02	1.786231e-02	1.766662e-02	1.743618e-02	1.717019e-02	1.686896e-02	1.653380e-02	1.616725e-02	1.577318e-02	1.535639e-02	1.492230e-02	1.447641e-02	1.402343e-02	1.356652e-02	1.310619e-02	1.263966e-02	1.216030e-02	1.165755e-02	1.111730e-02	1.052252e-02	9.854288e-03	9.092640e-03	8.217995e-03	7.213614e-03	6.071436e-03	4.804344e-03	3.467499e-03	2.180050e-03	1.114103e-03	4.143564e-04	9.020048e-05	5.852015e-06	0.000000e+00
0.000000e+00	2.025329e-05	3.106118e-04	1.421602e-03	3.766246e-03	6.991802e-03	1.021921e-02	1.291369e-02	1.505301e-02	1.677503e-02	1.817844e-02	1.932344e-02	2.025302e-02	2.100145e-02	2.159846e-02	2.207105e-02	2.244349e-02	2.273717e-02	2.296992e-02	2.315585e-02	2.330544e-02	2.342584e-02	2.352130e-02	2.359383e-02	2.364345e-02	2.366897e-02	2.366812e-02	2.363787e-02	2.357487e-02	2.347537e-02	2.333560e-02	2.315168e-02	2.291997e-02	2.263720e-02	2.230057e-02	2.190825e-02	2.145944e-02	2.095496e-02	2.039724e-02	1.979065e-02	1.914147e-02	1.845752e-02	1.774768e-02	1.702110e-02	1.628599e-02	1.554860e-02	1.481173e-02	1.407385e-02	1.332844e-02	1.256411e-02	1.176544e-02	1.091455e-02	9.993183e-03	8.985069e-03	7.879024e-03	6.673457e-03	5.383801e-03	4.053546e-03	2.765322e-03	1.638139e-03	7.916939e-04	2.819146e-04	5.983306e-05	3.848496e-06	0.000000e+00
0.000000e+00	1.748197e-05	2.700896e-04	1.260716e-03	3.473461e-03	6.834798e-03	1.059101e-02	1.401895e-02	1.688262e-02	1.924578e-02	2.120228e-02	2.281441e-02	2.413037e-02	2.519316e-02	2.604295e-02	2.671738e-02	2.725072e-02	2.767292e-02	2.800885e-02	2.827797e-02	2.849458e-02	2.866825e-02	2.880451e-02	2.890575e-02	2.897168e-02	2.900033e-02	2.898830e-02	2.893124e-02	2.882437e-02	2.866248e-02	2.844035e-02	2.815277e-02	2.779484e-02	2.736226e-02	2.685144e-02	2.626013e-02	2.558756e-02	2.483514e-02	2.400657e-02	2.310821e-02	2.214917e-02	2.114085e-02	2.009638e-02	1.902969e-02	1.795408e-02	1.688083e-02	1.581750e-02	1.476675e-02	1.372543e-02	1.268484e-02	1.163187e-02	1.055128e-02	9.428759e-03	8.254401e-03	7.026599e-03	5.756664e-03	4.474377e-03	3.233494e-03	2.112305e-03	1.199186e-03	5.584412e-04	1.934949e-04	4.041644e-05	2.584098e-06	0.000000e+00
0.000000e+00	1.535957e-05	2.385586e-04	1.128763e-03	3.191857e-03	6.551534e-03	1.065179e-02	1.470185e-02	1.826606e-02	2.128749e-02	2.382975e-02	2.594904e-02	2.769253e-02	2.910824e-02	3.024537e-02	3.115213e-02	3.187315e-02	3.244762e-02	3.290794e-02	3.327927e-02	3.357995e-02	3.382205e-02	3.401239e-02	3.415369e-02	3.424526e-02	3.428424e-02	3.426602e-02	3.418485e-02	3.403446e-02	3.380815e-02	3.349921e-02	3.310102e-02	3.260741e-02	3.201291e-02	3.131306e-02	3.050502e-02	2.958784e-02	2.856337e-02	2.743640e-02	2.621527e-02	2.491199e-02	2.354184e-02	2.212287e-02	2.067485e-02	1.921766e-02	1.776970e-02	1.634598e-02	1.495648e-02	1.360497e-02	1.228894e-02	1.100077e-02	9.730141e-03	8.467605e-03	7.208429e-03	5.956409e-03	4.727402e-03	3.552287e-03	2.477997e-03	1.562429e-03	8.582140e-04	3.887537e-04	1.320113e-04	2.723629e-05	1.732484e-06	0.000000e+00
