2.052737e+00	1.040634e+00	6.684923e-01	4.739523e-01	3.451486e-01	2.535592e-01	1.875546e-01	1.416722e-01	1.099622e-01	8.737369e-02	7.039959e-02	5.730901e-02	4.762266e-02	4.155130e-02	3.951674e-02	4.183508e-02	4.848748e-02	5.893405e-02	7.196344e-02	8.566354e-02	9.765506e-02	1.056667e-01	1.083025e-01	1.056313e-01	9.926735e-02	9.181355e-02	8.574674e-02	8.229928e-02	8.041441e-02	7.237086e-02	-1.665340e-02	-7.919929e-01
1.126744e+00	9.534888e-01	6.783054e-01	4.789184e-01	3.481520e-01	2.550873e-01	1.884167e-01	1.421170e-01	1.102036e-01	8.751002e-02	7.048391e-02	5.736017e-02	4.764538e-02	4.154224e-02	3.946962e-02	4.174228e-02	4.834160e-02	5.872923e-02	7.169714e-02	8.533756e-02	9.727472e-02	1.052370e-01	1.078193e-01	1.050642e-01	9.852979e-02	9.071824e-02	8.392879e-02	7.895349e-02	7.276857e-02	4.544122e-02	-4.564967e-02	-1.046568e-01
6.879923e-01	6.822292e-01	5.944252e-01	4.580761e-01	3.434220e-01	2.536700e-01	1.878485e-01	1.418410e-01	1.100965e-01	8.747805e-02	7.047214e-02	5.732868e-02	4.757048e-02	4.140792e-02	3.926612e-02	4.146448e-02	4.799010e-02	5.831142e-02	7.122688e-02	8.483069e-02	9.674016e-02	1.046652e-01	1.071682e-01	1.042342e-01	9.731669e-02	8.871793e-02	8.028199e-02	7.168910e-02	5.926595e-02	4.188580e-02	3.126895e-02	3.614173e-02
4.845201e-01	4.874794e-01	4.656482e-01	4.000987e-01	3.172279e-01	2.417470e-01	1.820003e-01	1.389487e-01	1.087025e-01	8.679816e-02	7.008284e-02	5.701191e-02	4.722304e-02	4.098309e-02	3.874399e-02	4.083733e-02	4.725917e-02	5.748852e-02	7.033623e-02	8.390357e-02	9.579730e-02	1.036902e-01	1.060857e-01	1.029061e-01	9.556047e-02	8.636929e-02	7.746259e-02	7.004906e-02	6.493290e-02	6.182752e-02	6.193010e-02	6.457955e-02
3.485561e-01	3.520431e-01	3.461460e-01	3.213970e-01	2.713974e-01	2.166589e-01	1.688802e-01	1.323248e-01	1.054520e-01	8.517113e-02	6.914023e-02	5.628464e-02	4.649107e-02	4.014587e-02	3.774994e-02	3.965294e-02	4.586245e-02	5.587585e-02	6.853174e-02	8.195774e-02	9.376679e-02	1.016105e-01	1.039724e-01	1.008251e-01	9.378205e-02	8.556272e-02	7.878819e-02	7.468790e-02	7.272687e-02	7.230848e-02	7.323050e-02	7.434664e-02
2.538614e-01	2.563278e-01	2.551968e-01	2.457219e-01	2.194770e-01	1.843263e-01	1.505736e-01	1.226317e-01	1.005202e-01	8.260679e-02	6.760634e-02	5.509293e-02	4.530862e-02	3.881065e-02	3.616800e-02	3.775290e-02	4.358635e-02	5.319202e-02	6.545403e-02	7.855407e-02	9.014596e-02	9.790224e-02	1.003415e-01	9.754796e-02	9.134454e-02	8.458864e-02	7.960359e-02	7.699196e-02	7.613003e-02	7.626514e-02	7.682317e-02	7.729071e-02
1.887139e-01	1.903927e-01	1.909430e-01	1.862981e-01	1.734038e-01	1.527767e-01	1.310300e-01	1.114125e-01	9.430060e-02	7.903516e-02	6.524323e-02	5.314239e-02	4.336154e-02	3.665311e-02	3.366247e-02	3.478179e-02	4.004329e-02	4.900598e-02	6.062861e-02	7.319810e-02	8.447311e-02	9.220600e-02	9.498052e-02	9.294895e-02	8.795064e-02	8.267006e-02	7.905231e-02	7.738599e-02	7.696780e-02	7.708808e-02	7.734279e-02	7.752133e-02
1.434265e-01	1.446713e-01	1.458601e-01	1.433979e-01	1.372846e-01	1.259965e-01	1.127252e-01	9.958651e-02	8.675142e-02	7.395868e-02	6.139202e-02	4.976188e-02	4.003485e-02	3.313857e-02	2.977715e-02	3.034720e-02	3.488628e-02	4.300157e-02	5.376769e-02	6.564938e-02	7.660049e-02	8.452692e-02	8.808983e-02	8.741084e-02	8.411140e-02	8.045458e-02	7.799397e-02	7.691019e-02	7.662961e-02	7.664252e-02	7.671233e-02	7.675869e-02
1.115120e-01	1.124506e-01	1.137393e-01	1.127595e-01	1.099547e-01	1.041162e-01	9.613765e-02	8.731364e-02	7.762340e-02	6.687849e-02	5.549974e-02	4.448094e-02	3.500146e-02	2.809031e-02	2.446982e-02	2.452392e-02	2.829471e-02	3.545269e-02	4.522661e-02	5.632873e-02	6.699935e-02	7.536816e-02	8.016323e-02	8.135280e-02	8.014233e-02	7.822192e-02	7.677760e-02	7.606898e-02	7.580874e-02	7.571927e-02	7.568259e-02	7.566724e-02
8.894566e-02	8.963693e-02	9.074781e-02	9.064372e-02	8.919067e-02	8.608466e-02	8.105156e-02	7.476103e-02	6.713210e-02	5.797054e-02	4.774036e-02	3.752088e-02	2.855241e-02	2.187255e-02	1.818093e-02	1.783945e-02	2.089867e-02	2.710078e-02	3.584637e-02	4.613554e-02	5.655885e-02	6.551905e-02	7.178718e-02	7.507611e-02	7.607967e-02	7.590515e-02	7.541346e-02	7.500210e-02	7.473461e-02	7.456453e-02	7.446049e-02	7.441055e-02
7.308573e-02	7.360461e-02	7.449657e-02	7.472290e-02	7.353371e-02	7.132466e-02	6.759104e-02	6.256422e-02	5.615465e-02	4.816185e-02	3.900078e-02	2.970121e-02	2.144298e-02	1.519855e-02	1.161665e-02	1.103480e-02	1.351608e-02	1.887128e-02	2.666072e-02	3.616488e-02	4.633721e-02	5.587342e-02	6.357454e-02	6.885548e-02	7.190792e-02	7.335563e-02	7.380615e-02	7.372813e-02	7.348446e-02	7.325702e-02	7.310087e-02	7.302362e-02
6.231049e-02	6.273590e-02	6.348622e-02	6.376239e-02	6.236744e-02	5.995371e-02	5.638994e-02	5.174156e-02	4.592219e-02	3.872511e-02	3.047590e-02	2.207843e-02	1.458638e-02	8.869972e-03	5.513803e-03	4.832306e-03	6.903481e-03	1.159516e-02	1.859220e-02	2.740429e-02	3.730718e-02	4.727916e-02	5.616134e-02	6.309437e-02	6.783890e-02	7.066076e-02	7.200530e-02	7.234327e-02	7.219450e-02	7.194207e-02	7.174527e-02	7.164407e-02
5.590121e-02	5.629085e-02	5.699253e-02	5.727826e-02	5.559170e-02	5.242905e-02	4.828288e-02	4.335407e-02	3.762128e-02	3.086101e-02	2.327794e-02	1.562367e-02	8.809216e-03	3.593176e-03	4.942904e-04	-1.930367e-04	1.624565e-03	5.858770e-03	1.227791e-02	2.054967e-02	3.019720e-02	4.044300e-02	5.018613e-02	5.835647e-02	6.437638e-02	6.825688e-02	7.035364e-02	7.113991e-02	7.116660e-02	7.093811e-02	7.072174e-02	7.060420e-02
5.366370e-02	5.404673e-02	5.476504e-02	5.513982e-02	5.328926e-02	4.920015e-02	4.398686e-02	3.824907e-02	3.213937e-02	2.544410e-02	1.822911e-02	1.107592e-02	4.753599e-03	-7.906328e-05	-2.960076e-03	-3.613086e-03	-1.932655e-03	2.025222e-03	8.080106e-03	1.599444e-02	2.545884e-02	3.588326e-02	4.622753e-02	5.527444e-02	6.219676e-02	6.682788e-02	6.947766e-02	7.064911e-02	7.089516e-02	7.074670e-02	7.054499e-02	7.042593e-02
5.536171e-02	5.574167e-02	5.649965e-02	5.707194e-02	5.535252e-02	5.044538e-02	4.390961e-02	3.692398e-02	2.999127e-02	2.298623e-02	1.582592e-02	8.904128e-03	2.854995e-03	-1.746744e-03	-4.486590e-03	-5.106049e-03	-3.493000e-03	3.197667e-04	6.184654e-03	1.392004e-02	2.332234e-02	3.392632e-02	4.472911e-02	5.440486e-02	6.194922e-02	6.707911e-02	7.008972e-02	7.152727e-02	7.197434e-02	7.194595e-02	7.179883e-02	7.169897e-02
6.029126e-02	6.064886e-02	6.141351e-02	6.223567e-02	6.111226e-02	5.584573e-02	4.803696e-02	3.953631e-02	3.136098e-02	2.366128e-02	1.626530e-02	9.342632e-03	3.372767e-03	-1.145918e-03	-3.834183e-03	-4.448155e-03	-2.873778e-03	8.722332e-04	6.668475e-03	1.437636e-02	2.386123e-02	3.471927e-02	4.593553e-02	5.608606e-02	6.404869e-02	6.948110e-02	7.269350e-02	7.427779e-02	7.486323e-02	7.496099e-02	7.490019e-02	7.484123e-02
6.718560e-02	6.748606e-02	6.817294e-02	6.915878e-02	6.906235e-02	6.435941e-02	5.580935e-02	4.587233e-02	3.620265e-02	2.744111e-02	1.951688e-02	1.239895e-02	6.368377e-03	1.824910e-03	-8.876220e-04	-1.534950e-03	0.000000e+00	3.715189e-03	9.519639e-03	1.732335e-02	2.703546e-02	3.824130e-02	4.984549e-02	6.032589e-02	6.850549e-02	7.404919e-02	7.731521e-02	7.894118e-02	7.959108e-02	7.978867e-02	7.982604e-02	7.982419e-02
7.440933e-02	7.462918e-02	7.516033e-02	7.609351e-02	7.687430e-02	7.415572e-02	6.602014e-02	5.530367e-02	4.425928e-02	3.419968e-02	2.546404e-02	1.795985e-02	1.175577e-02	7.112371e-03	4.319685e-03	3.601104e-03	5.080232e-03	8.776777e-03	1.464606e-02	2.265484e-02	3.271336e-02	4.430133e-02	5.617292e-02	6.672871e-02	7.482756e-02	8.022627e-02	8.336591e-02	8.492470e-02	8.557028e-02	8.582518e-02	8.595033e-02	8.601077e-02
