4.803680e-03	2.383380e-02	6.116271e-02	1.153559e-01	1.843307e-01	2.654366e-01	3.555565e-01	4.512274e-01	5.487726e-01	6.444434e-01	7.345634e-01	8.156693e-01	8.846442e-01	9.388373e-01	9.761662e-01	9.951963e-01
4.803680e-03	2.383380e-02	6.116271e-02	1.153559e-01	1.843307e-01	2.654366e-01	3.555565e-01	4.512274e-01	5.487726e-01	6.444434e-01	7.345634e-01	8.156693e-01	8.846442e-01	9.388373e-01	9.761662e-01	9.951963e-01
4.803680e-03	2.383380e-02	6.116271e-02	1.153559e-01	1.843307e-01	2.654366e-01	3.555565e-01	4.512274e-01	5.487726e-01	6.444434e-01	7.345634e-01	8.156693e-01	8.846442e-01	9.388373e-01	9.761662e-01	9.951963e-01
4.803680e-03	2.383380e-02	6.116271e-02	1.153559e-01	1.843307e-01	2.654366e-01	3.555565e-01	4.512274e-01	5.487726e-01	6.444434e-01	7.345634e-01	8.156693e-01	8.846442e-01	9.388373e-01	9.761662e-01	9.951963e-01
4.803680e-03	2.383380e-02	6.116271e-02	1.153559e-01	1.843307e-01	2.654366e-01	3.555565e-01	4.512274e-01	5.487726e-01	6.444434e-01	7.345634e-01	8.156693e-01	8.846442e-01	9.388373e-01	9.761662e-01	9.951963e-01
4.803680e-03	2.383380e-02	6.116271e-02	1.153559e-01	1.843307e-01	2.654366e-01	3.555565e-01	4.512274e-01	5.487726e-01	6.444434e-01	7.345634e-01	8.156693e-01	8.846442e-01	9.388373e-01	9.761662e-01	9.951963e-01
4.803680e-03	2.383380e-02	6.116271e-02	1.153559e-01	1.843307e-01	2.654366e-01	3.555565e-01	4.512274e-01	5.487726e-01	6.444434e-01	7.345634e-01	8.156693e-01	8.846442e-01	9.388373e-01	9.761662e-01	9.951963e-01
4.803680e-03	2.383380e-02	6.116271e-02	1.153559e-01	1.843307e-01	2.654366e-01	3.555565e-01	4.512274e-01	5.487726e-01	6.444434e-01	7.345634e-01	8.156693e-01	8.846442e-01	9.388373e-01	9.761662e-01	9.951963e-01
4.803680e-03	2.383380e-02	6.116271e-02	1.153559e-01	1.843307e-01	2.654366e-01	3.555565e-01	4.512274e-01	5.487726e-01	6.444434e-01	7.345634e-01	8.156693e-01	8.846442e-01	9.388373e-01	9.761662e-01	9.951963e-01
4.803680e-03	2.383380e-02	6.116271e-02	1.153559e-01	1.843307e-01	2.654366e-01	3.555565e-01	4.512274e-01	5.487726e-01	6.444434e-01	7.345634e-01	8.156693e-01	8.846442e-01	9.388373e-01	9.761662e-01	9.951963e-01
4.803680e-03	2.383380e-02	6.116271e-02	1.153559e-01	1.843307e-01	2.654366e-01	3.555565e-01	4.512274e-01	5.487726e-01	6.444434e-01	7.345634e-01	8.156693e-01	8.846442e-01	9.388373e-01	9.761662e-01	9.951963e-01
4.803680e-03	2.383380e-02	6.116271e-02	1.153559e-01	1.843307e-01	2.654366e-01	3.555565e-01	4.512274e-01	5.487726e-01	6.444434e-01	7.345634e-01	8.156693e-01	8.846442e-01	9.388373e-01	9.761662e-01	9.951963e-01
4.803680e-03	2.383380e-02	6.116271e-02	1.153559e-01	1.843307e-01	2.654366e-01	3.555565e-01	4.512274e-01	5.487726e-01	6.444434e-01	7.345634e-01	8.156693e-01	8.846442e-01	9.388373e-01	9.761662e-01	9.951963e-01
4.803680e-03	2.383380e-02	6.116271e-02	1.153559e-01	1.843307e-01	2.654366e-01	3.555565e-01	4.512274e-01	5.487726e-01	6.444434e-01	7.345634e-01	8.156693e-01	8.846442e-01	9.388373e-01	9.761662e-01	9.951963e-01
4.803680e-03	2.383380e-02	6.116271e-02	1.153559e-01	1.843307e-01	2.654366e-01	3.555565e-01	4.512274e-01	5.487726e-01	6.444434e-01	7.345634e-01	8.156693e-01	8.846442e-01	9.388373e-01	9.761662e-01	9.951963e-01
4.803680e-03	2.383380e-02	6.116271e-02	1.153559e-01	1.843307e-01	2.654366e-01	3.555565e-01	4.512274e-01	5.487726e-01	6.444434e-01	7.345634e-01	8.156693e-01	8.846442e-01	9.388373e-01	9.761662e-01	9.951963e-01
