0.000000e+00	-9.187193e+01	-1.633799e+02	-1.793821e+02	-1.899081e+02	-1.921023e+02	-1.934700e+02	-1.933437e+02	-1.923230e+02	-1.892301e+02	-1.840698e+02	-1.768358e+02	-1.681865e+02	-1.546219e+02	-1.241975e+02	-5.217607e+01	0.000000e+00
-9.187144e+01	4.115306e+01	2.621069e+01	1.642551e+01	1.431810e+01	1.365289e+01	1.348742e+01	1.432999e+01	1.592857e+01	1.885319e+01	2.274449e+01	2.734384e+01	3.178342e+01	3.579596e+01	3.785180e+01	2.429544e+01	-5.217607e+01
-8.170438e+01	-3.573980e+00	1.595855e+01	1.019331e+01	9.396982e+00	8.294359e+00	8.155732e+00	7.694717e+00	7.634267e+00	7.452089e+00	7.479532e+00	7.410467e+00	7.267178e+00	6.261958e+00	-4.040504e-01	-6.961599e+00	-4.153698e+00
-4.753400e+01	-2.133527e+01	9.433024e+00	7.242554e+00	4.061038e+00	3.027577e+00	2.261899e+00	1.672696e+00	1.185401e+00	6.448860e-01	5.812275e-02	-7.599338e-01	-1.611506e+00	-4.009798e+00	-2.960260e+00	-5.611507e-01	4.161307e-01
-3.251876e+01	-2.461057e+01	5.147165e+00	5.762773e+00	2.186658e+00	1.386902e+00	1.254142e+00	1.228735e+00	1.185266e+00	1.030800e+00	6.205424e-01	-1.080275e-01	-8.470361e-01	-1.159441e+00	-1.362342e+00	-1.009803e+00	-9.063209e-01
-2.593684e+01	-2.271232e+01	1.518643e+00	4.829381e+00	2.155533e+00	1.430479e+00	1.549475e+00	1.660477e+00	1.645243e+00	1.536905e+00	1.126831e+00	2.587394e-01	-8.125403e-01	-2.068375e+00	-2.030760e+00	-1.329044e+00	-1.046358e+00
-2.049946e+01	-1.910632e+01	-1.737455e+00	3.908763e+00	2.166421e+00	1.412120e+00	1.705817e+00	1.821279e+00	1.803268e+00	1.824583e+00	1.601924e+00	8.523160e-01	-1.077471e-01	-1.439941e+00	-2.761231e+00	-2.550436e+00	-2.421828e+00
-1.462794e+01	-1.448554e+01	-4.550159e+00	2.831072e+00	2.378232e+00	1.682774e+00	1.792252e+00	1.783629e+00	1.715273e+00	1.804942e+00	1.712345e+00	1.009426e+00	1.028044e-01	-1.008655e+00	-2.976812e+00	-3.895091e+00	-4.114565e+00
-7.771336e+00	-8.505967e+00	-7.107071e+00	1.392148e+00	2.303784e+00	1.676623e+00	1.665601e+00	1.712385e+00	1.679358e+00	1.849085e+00	1.811155e+00	1.126393e+00	2.469444e-01	-6.352553e-01	-2.556816e+00	-4.704794e+00	-5.440229e+00
-1.238666e+00	-2.790307e+00	-7.960757e+00	-7.235557e-01	2.032609e+00	2.048661e+00	1.810242e+00	1.746798e+00	1.718667e+00	1.887932e+00	1.686207e+00	8.589653e-01	-4.614377e-02	-6.780877e-01	-1.888199e+00	-4.093096e+00	-5.016895e+00
1.086978e+00	-1.935397e-01	-4.437803e+00	-3.126479e+00	5.119410e-01	1.740487e+00	1.984531e+00	2.038926e+00	1.936705e+00	1.889856e+00	1.338105e+00	3.576715e-01	-4.773662e-01	-8.887602e-01	-1.271115e+00	-2.318925e+00	-2.842026e+00
1.184618e+00	7.185926e-01	-7.481258e-01	-3.942209e+00	-1.363509e+00	4.304619e-01	1.154478e+00	1.448802e+00	1.381645e+00	1.143689e+00	2.842879e-01	-7.310699e-01	-1.348827e+00	-1.368224e+00	-7.846188e-01	-3.315098e-01	-1.912941e-01
1.534925e+00	1.122969e+00	-2.160931e-02	-2.260628e+00	-2.365361e+00	-8.216738e-01	5.105805e-02	3.757226e-01	3.965731e-01	-8.366585e-02	-1.052945e+00	-1.590143e+00	-1.305963e+00	-7.326726e-01	-2.069292e-01	2.171559e-01	3.818085e-01
1.117588e+00	8.075683e-01	4.786104e-02	-9.048901e-01	-2.241807e+00	-1.396852e+00	-6.921022e-01	-5.377336e-01	-8.046438e-01	-1.645119e+00	-2.004908e+00	-1.364638e+00	-6.708734e-01	-3.002140e-01	-1.476660e-02	2.001668e-01	2.799257e-01
2.907052e-01	2.663870e-01	1.865102e-01	5.014142e-02	-6.791521e-01	-1.161723e+00	-1.621765e+00	-2.370339e+00	-3.060284e+00	-2.743221e+00	-1.505148e+00	-5.374925e-01	-1.184371e-01	-5.734690e-03	3.865971e-02	6.955136e-02	7.428266e-02
-1.470870e-02	5.740587e-02	2.752835e-01	8.185969e-01	1.026180e+00	-1.044168e+00	-3.738904e+00	-4.948264e+00	-4.169096e+00	-2.306201e+00	-7.654368e-01	1.095522e-03	2.363848e-01	1.961214e-01	6.874995e-02	1.500409e-02	-3.254286e-03
0.000000e+00	-1.470295e-02	2.662753e-01	1.078299e+00	1.705680e+00	-1.091220e+00	-4.721473e+00	-5.880960e+00	-4.444155e+00	-2.094026e+00	-4.915806e-01	1.924136e-01	3.649279e-01	2.728968e-01	7.578626e-02	-3.314829e-03	0.000000e+00
