5.761593e+00	2.121221e+00	1.241898e+00	9.306201e-01	7.503836e-01	6.234653e-01	5.267562e-01	4.496132e-01	3.859284e-01	3.321562e-01	2.862986e-01	2.471788e-01	2.139915e-01	1.860522e-01	1.626735e-01	1.431552e-01	1.268046e-01	1.129879e-01	1.011624e-01	9.089909e-02	8.188178e-02	7.390429e-02	6.684993e-02	6.067468e-02	5.538313e-02	5.102043e-02	4.764502e-02	4.532512e-02	4.412283e-02	4.408802e-02	4.525457e-02	4.762824e-02	5.118011e-02	5.584608e-02	6.150754e-02	6.801401e-02	7.514812e-02	8.264108e-02	9.018739e-02	9.744598e-02	1.040721e-01	1.097401e-01	1.141674e-01	1.171484e-01	1.185814e-01	1.184773e-01	1.169648e-01	1.142866e-01	1.107628e-01	1.067605e-01	1.026507e-01	9.876354e-02	9.535639e-02	9.259363e-02	9.052421e-02	8.904152e-02	8.775999e-02	8.575378e-02	8.087091e-02	6.763114e-02	2.910452e-02	-9.668498e-02	-7.041302e-01	-4.103702e+00
2.517979e+00	1.998468e+00	1.333126e+00	9.649189e-01	7.624499e-01	6.287839e-01	5.296085e-01	4.513429e-01	3.870671e-01	3.329520e-01	2.868763e-01	2.476064e-01	2.143101e-01	1.862891e-01	1.628489e-01	1.432847e-01	1.269004e-01	1.130593e-01	1.012165e-01	9.094088e-02	8.191492e-02	7.393108e-02	6.687205e-02	6.069271e-02	5.539744e-02	5.103095e-02	4.765145e-02	4.532705e-02	4.411973e-02	4.407911e-02	4.523917e-02	4.760550e-02	5.114911e-02	5.580603e-02	6.145759e-02	6.795354e-02	7.507633e-02	8.255742e-02	9.009193e-02	9.733899e-02	1.039544e-01	1.096122e-01	1.140305e-01	1.170034e-01	1.184285e-01	1.183159e-01	1.167927e-01	1.140985e-01	1.105504e-01	1.065110e-01	1.023443e-01	9.837116e-02	9.483425e-02	9.187226e-02	8.948950e-02	8.749326e-02	8.532478e-02	8.167420e-02	7.344133e-02	5.252895e-02	-6.031588e-03	-1.917061e-01	-6.912612e-01	-1.087304e+00
1.407320e+00	1.408996e+00	1.215096e+00	9.659363e-01	7.709239e-01	6.339946e-01	5.329027e-01	4.535734e-01	3.886454e-01	3.341063e-01	2.877361e-01	2.482512e-01	2.147933e-01	1.866496e-01	1.631167e-01	1.434833e-01	1.270484e-01	1.131708e-01	1.013020e-01	9.100781e-02	8.196838e-02	7.397430e-02	6.690703e-02	6.072013e-02	5.541755e-02	5.104338e-02	4.765578e-02	4.532228e-02	4.410477e-02	4.405268e-02	4.519989e-02	4.755206e-02	5.107991e-02	5.571972e-02	6.135263e-02	6.782918e-02	7.493164e-02	8.239205e-02	8.990605e-02	9.713374e-02	1.037307e-01	1.093721e-01	1.137753e-01	1.167345e-01	1.181456e-01	1.180164e-01	1.164707e-01	1.137436e-01	1.101451e-01	1.060295e-01	1.017486e-01	9.760563e-02	9.381671e-02	9.047391e-02	8.750249e-02	8.456225e-02	8.081007e-02	7.434345e-02	6.076550e-02	2.944466e-02	-4.267353e-02	-1.734124e-01	-2.865127e-01	-2.678234e-01
1.007413e+00	1.022503e+00	9.879237e-01	8.830182e-01	7.480422e-01	6.277080e-01	5.314296e-01	4.536331e-01	3.891445e-01	3.346719e-01	2.882433e-01	2.486669e-01	2.151189e-01	1.868991e-01	1.633065e-01	1.436285e-01	1.271611e-01	1.132599e-01	1.013738e-01	9.106632e-02	8.201618e-02	7.401247e-02	6.693621e-02	6.073974e-02	5.542706e-02	5.104147e-02	4.764162e-02	4.529412e-02	4.406126e-02	4.399221e-02	4.512052e-02	4.745264e-02	5.095829e-02	5.557476e-02	6.118320e-02	6.763475e-02	7.471181e-02	8.214746e-02	8.963792e-02	9.684394e-02	1.034211e-01	1.090452e-01	1.134324e-01	1.163763e-01	1.177698e-01	1.176171e-01	1.160372e-01	1.132582e-01	1.095808e-01	1.053481e-01	1.008966e-01	9.650593e-02	9.235718e-02	8.848307e-02	8.470901e-02	8.052199e-02	7.478784e-02	6.519125e-02	4.740384e-02	1.548035e-02	-3.094585e-02	-7.230659e-02	-7.883231e-02	-6.301606e-02
7.856780e-01	7.941752e-01	7.924783e-01	7.577424e-01	6.876130e-01	6.009386e-01	5.192114e-01	4.479166e-01	3.863618e-01	3.332341e-01	2.874431e-01	2.481853e-01	2.148104e-01	1.866952e-01	1.631727e-01	1.435447e-01	1.271135e-01	1.132376e-01	1.013676e-01	9.106912e-02	8.202159e-02	7.401562e-02	6.693344e-02	6.072748e-02	5.540243e-02	5.100222e-02	4.758611e-02	4.522002e-02	4.396656e-02	4.387565e-02	4.497951e-02	4.728647e-02	5.076572e-02	5.535422e-02	6.093533e-02	6.735988e-02	7.441097e-02	8.182228e-02	8.929168e-02	9.647951e-02	1.030416e-01	1.086531e-01	1.130285e-01	1.159594e-01	1.173345e-01	1.171528e-01	1.155276e-01	1.126779e-01	1.088952e-01	1.045108e-01	9.984455e-02	9.515335e-02	9.058358e-02	8.611638e-02	8.150811e-02	7.618435e-02	6.909189e-02	5.864551e-02	4.333182e-02	2.386598e-02	6.005958e-03	-1.125082e-03	3.963843e-03	1.088445e-02
6.404936e-01	6.452851e-01	6.483669e-01	6.378764e-01	6.069027e-01	5.547278e-01	4.934891e-01	4.334601e-01	3.780216e-01	3.281813e-01	2.842062e-01	2.460101e-01	2.133024e-01	1.856356e-01	1.624298e-01	1.430297e-01	1.267625e-01	1.130019e-01	1.012102e-01	9.096119e-02	8.194189e-02	7.394876e-02	6.686845e-02	6.065524e-02	5.531764e-02	5.090059e-02	4.746410e-02	4.507515e-02	4.379624e-02	4.367857e-02	4.475357e-02	4.703093e-02	5.048017e-02	5.503781e-02	6.058956e-02	6.698690e-02	7.401343e-02	8.140317e-02	8.885647e-02	9.603173e-02	1.025868e-01	1.081925e-01	1.125628e-01	1.154851e-01	1.168435e-01	1.166307e-01	1.149550e-01	1.120269e-01	1.081319e-01	1.035944e-01	9.872510e-02	9.377196e-02	8.887400e-02	8.401923e-02	7.901839e-02	7.349316e-02	6.693191e-02	5.894089e-02	4.982151e-02	4.130203e-02	3.645621e-02	3.709574e-02	4.098395e-02	4.412349e-02
5.348069e-01	5.377284e-01	5.407948e-01	5.382553e-01	5.250505e-01	4.971502e-01	4.560904e-01	4.095544e-01	3.627326e-01	3.182182e-01	2.775179e-01	2.413934e-01	2.100576e-01	1.833385e-01	1.608075e-01	1.418932e-01	1.259740e-01	1.124576e-01	1.008322e-01	9.069104e-02	8.173762e-02	7.377955e-02	6.671304e-02	6.049851e-02	5.514963e-02	5.071385e-02	4.725410e-02	4.483820e-02	4.352884e-02	4.337965e-02	4.442118e-02	4.666384e-02	5.007808e-02	5.460158e-02	6.012074e-02	6.648841e-02	7.348830e-02	8.085884e-02	8.829733e-02	9.546460e-02	1.020168e-01	1.076221e-01	1.119922e-01	1.149108e-01	1.162568e-01	1.160189e-01	1.143030e-01	1.113168e-01	1.073477e-01	1.027243e-01	9.776635e-02	9.273853e-02	8.781338e-02	8.304952e-02	7.839920e-02	7.374546e-02	6.898610e-02	6.418473e-02	5.980819e-02	5.686206e-02	5.631618e-02	5.794149e-02	6.029799e-02	6.188247e-02
4.529380e-01	4.548371e-01	4.572703e-01	4.572778e-01	4.515080e-01	4.371186e-01	4.116437e-01	3.779784e-01	3.406993e-01	3.029322e-01	2.668460e-01	2.338663e-01	2.047107e-01	1.795357e-01	1.581142e-01	1.399995e-01	1.246517e-01	1.115358e-01	1.001839e-01	9.022159e-02	8.137988e-02	7.348455e-02	6.644776e-02	6.024024e-02	5.488278e-02	5.042729e-02	4.694168e-02	4.449461e-02	4.315028e-02	4.296333e-02	4.396470e-02	4.616572e-02	4.953691e-02	5.401838e-02	5.949742e-02	6.582725e-02	7.279404e-02	8.013982e-02	8.755829e-02	9.471512e-02	1.012617e-01	1.068657e-01	1.112366e-01	1.141544e-01	1.154951e-01	1.152474e-01	1.135193e-01	1.105252e-01	1.065645e-01	1.019818e-01	9.711980e-02	9.227546e-02	8.766772e-02	8.342450e-02	7.959437e-02	7.617445e-02	7.315710e-02	7.061996e-02	6.882741e-02	6.815374e-02	6.870559e-02	7.006236e-02	7.150410e-02	7.239432e-02
3.867906e-01	3.881059e-01	3.899834e-01	3.907492e-01	3.881914e-01	3.805009e-01	3.651695e-01	3.419538e-01	3.136327e-01	2.830348e-01	2.523959e-01	2.234276e-01	1.971954e-01	1.741532e-01	1.542864e-01	1.372980e-01	1.227570e-01	1.102069e-01	9.924222e-02	8.953550e-02	8.085462e-02	7.305315e-02	6.606400e-02	5.987199e-02	5.450900e-02	5.003466e-02	4.651944e-02	4.403651e-02	4.264969e-02	4.241684e-02	4.336992e-02	4.551667e-02	4.883344e-02	5.325840e-02	5.868246e-02	6.496004e-02	7.187846e-02	7.918391e-02	8.657020e-02	9.370276e-02	1.002344e-01	1.058292e-01	1.101960e-01	1.131123e-01	1.144553e-01	1.142160e-01	1.125105e-01	1.095665e-01	1.057019e-01	1.012836e-01	9.667806e-02	9.220745e-02	8.811563e-02	8.455386e-02	8.158553e-02	7.920790e-02	7.739277e-02	7.614964e-02	7.555228e-02	7.565243e-02	7.634223e-02	7.732877e-02	7.824478e-02	7.878423e-02
3.319350e-01	3.329007e-01	3.343763e-01	3.353288e-01	3.342513e-01	3.298467e-01	3.204821e-01	3.048331e-01	2.840025e-01	2.601041e-01	2.350807e-01	2.105792e-01	1.877851e-01	1.673385e-01	1.494033e-01	1.338305e-01	1.203104e-01	1.084792e-01	9.800807e-02	8.863040e-02	8.015774e-02	7.247993e-02	6.555481e-02	5.938870e-02	5.402263e-02	4.952787e-02	4.597828e-02	4.345207e-02	4.201604e-02	4.172413e-02	4.261301e-02	4.469113e-02	4.793450e-02	5.228215e-02	5.762903e-02	6.383052e-02	7.067704e-02	7.791819e-02	8.524963e-02	9.233931e-02	9.883797e-02	1.044118e-01	1.087668e-01	1.116806e-01	1.130325e-01	1.128193e-01	1.111670e-01	1.083194e-01	1.046138e-01	1.004368e-01	9.617199e-02	9.214883e-02	8.860830e-02	8.568715e-02	8.342376e-02	8.178325e-02	8.070146e-02	8.012506e-02	8.001713e-02	8.031818e-02	8.090517e-02	8.159477e-02	8.218813e-02	8.252653e-02
